Model                                            | Claude-3- | Claude-3- | Claude-3. | GPT-4o    | o1        | DeepSeek- | o1-mini   | GPT-4o-mi | Claude-3. | DeepSeek- | o3-mini-h | Gemini Fl | Qwen-Max  | Perplexit | Perplexit | grok2-121 | Gemini Pr | GPT-3.5-T | Google: G | Qwen-Turb | Moonshot  | Google: G | grok-beta | Llama-3-8 | Qwen-Plus | Dolphin3. | Meta: Lla | Mistral:  | Nous: Dee | NVIDIA: L | Meta: Lla | Meta: Lla | DeepSeek: | Median  | Pct   | Raw Num  |
DeepSeek-Distill-Qwen-32b                        | A (93.00) | C (73.00) | A (93.00) | A (93.00) | C- (70.0… | C- (70.0… | C- (70.0… | C- (70.0… | C (73.00) | C- (70.0… | C- (70.0… | C- (70.0… | C- (70.0… | B+ (87.0… | C- (70.0… | C- (70.0… | C- (70.0… | A- (90.0… | N/A (0.0… | C (73.00) | N/A (0.0… | C- (70.0… | C- (70.0… | C (73.00) | C (73.00) | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   C-    |  70   | 2.25 |
o3-mini-high                                     | A (93.00) | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | A (93.00) | A- (90.0… | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B (83.00) | B+ (87.0… | B+ (87.0… | A- (90.0… | A- (90.0… | A- (90.0… | A- (90.0… | N/A (0.0… | A- (90.0… | N/A (0.0… | B+ (87.0… | A- (90.0… | C (73.00) | A- (90.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.55 |
Gemini Flash 2.0                                 | A- (90.0… | A- (90.0… | B+ (87.0… | A- (90.0… | A (93.00) | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | B (83.00) | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B+ (87.0… | A- (90.0… | N/A (0.0… | A- (90.0… | N/A (0.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | A (93.00) | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.52 |
Qwen-Max                                         | B+ (87.0… | A (93.00) | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | A (93.00) | B+ (87.0… | A- (90.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B+ (87.0… | A (93.00) | N/A (0.0… | A- (90.0… | N/A (0.0… | B+ (87.0… | B+ (87.0… | C (73.00) | A- (90.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.51 |
Perplexity: Llama 3.1 Sonar 8B Online            | A- (90.0… | A (93.00) | B+ (87.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | B (83.00) | A- (90.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | B- (80.0… | A (93.00) | N/A (0.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | A- (90.0… | A- (90.0… | B+ (87.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.49 |
Perplexity: Llama 3.1 Sonar 70B                  | A (93.00) | A- (90.0… | B+ (87.0… | A- (90.0… | A (93.00) | A- (90.0… | A- (90.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | B (83.00) | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B+ (87.0… | A (93.00) | N/A (0.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | A- (90.0… | C (73.00) | B+ (87.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.53 |
grok2-1212                                       | A (93.00) | A (93.00) | A- (90.0… | A- (90.0… | A (93.00) | A- (90.0… | A (93.00) | A- (90.0… | A- (90.0… | A (93.00) | A- (90.0… | B+ (87.0… | A (93.00) | B+ (87.0… | A- (90.0… | A- (90.0… | B+ (87.0… | A- (90.0… | N/A (0.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | B+ (87.0… | C (73.00) | A- (90.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.65 |
Gemini Pro 1.5                                   | A- (90.0… | A- (90.0… | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | A (93.00) | B+ (87.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | A- (90.0… | B (83.00) | A- (90.0… | A- (90.0… | B+ (87.0… | A (93.00) | N/A (0.0… | B+ (87.0… | N/A (0.0… | N/A (0.0… | A- (90.0… | C (73.00) | A- (90.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.50 |
GPT-3.5-Turbo                                    | A- (90.0… | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | N/A (0.0… | A- (90.0… | B+ (87.0… | B (83.00) | B+ (87.0… | B (83.00) | B+ (87.0… | B+ (87.0… | C (73.00) | B+ (87.0… | A- (90.0… | B (83.00) | A (93.00) | N/A (0.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | B+ (87.0… | C (73.00) | A- (90.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   B+    |  87   | 3.32 |
Google: Gemini Flash Lite 2.0 Preview (free)     | A (93.00) | B+ (87.0… | B+ (87.0… | A- (90.0… | A- (90.0… | N/A (0.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | B (83.00) | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B+ (87.0… | A (93.00) | N/A (0.0… | A (93.00) | N/A (0.0… | N/A (0.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.54 |
Qwen-Turbo                                       | A (93.00) | A- (90.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B (83.00) | B+ (87.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B- (80.0… | A (93.00) | N/A (0.0… | A (93.00) | N/A (0.0… | N/A (0.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   B+    |  87   | 3.45 |
Moonshot AI: Moonlight 16b A3b Instruct (free)   | B+ (87.0… | A- (90.0… | B (83.00) | B (83.00) | A- (90.0… | B+ (87.0… | B+ (87.0… | B (83.00) | B- (80.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B- (80.0… | A- (90.0… | N/A (0.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | B+ (87.0… | B+ (87.0… | C (73.00) | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   B+    |  87   | 3.20 |
Google: Gemini Pro 2.0 Experimental (free)       | A (93.00) | A (93.00) | B (83.00) | B+ (87.0… | A- (90.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B (83.00) | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B+ (87.0… | A- (90.0… | N/A (0.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | A- (90.0… | C (73.00) | A- (90.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.44 |
grok-beta                                        | A- (90.0… | A (93.00) | B+ (87.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B (83.00) | A- (90.0… | N/A (0.0… | B+ (87.0… | N/A (0.0… | N/A (0.0… | B+ (87.0… | B+ (87.0… | A (93.00) | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   B+    |  87   | 3.47 |
Llama-3-8B                                       | A- (90.0… | B+ (87.0… | B- (80.0… | B (83.00) | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B- (80.0… | B+ (87.0… | B+ (87.0… | B- (80.0… | B+ (87.0… | C (73.00) | B+ (87.0… | B+ (87.0… | B- (80.0… | A (93.00) | N/A (0.0… | B+ (87.0… | N/A (0.0… | N/A (0.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   B+    |  87   | 3.15 |
Qwen-Plus                                        | A- (90.0… | A (93.00) | B+ (87.0… | A (93.00) | A (93.00) | A (93.00) | A- (90.0… | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | A- (90.0… | A- (90.0… | A- (90.0… | N/A (0.0… | A (93.00) | N/A (0.0… | N/A (0.0… | A- (90.0… | B+ (87.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.72 |
Dolphin3.0 R1 Mistral 24B (free)                 | B+ (87.0… | A- (90.0… | C+ (77.0… | B- (80.0… | B+ (87.0… | B+ (87.0… | B- (80.0… | B+ (87.0… | C+ (77.0… | A- (90.0… | B (83.00) | C+ (77.0… | B (83.00) | B+ (87.0… | B+ (87.0… | B+ (87.0… | C+ (77.0… | A (93.00) | N/A (0.0… | B+ (87.0… | N/A (0.0… | N/A (0.0… | B- (80.0… | B+ (87.0… | B+ (87.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   B+    |  87   | 3.06 |
Meta: Llama 3.1 8B Instruct (free)               | B- (80.0… | B (83.00) | C- (70.0… | C (73.00) | B- (80.0… | B- (80.0… | B+ (87.0… | B (83.00) | C- (70.0… | B- (80.0… | C+ (77.0… | B- (80.0… | C (73.00) | B+ (87.0… | B- (80.0… | C- (70.0… | C- (70.0… | B+ (87.0… | N/A (0.0… | B+ (87.0… | N/A (0.0… | N/A (0.0… | B+ (87.0… | C (73.00) | A (93.00) | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   B-    |  80   | 2.64 |
Mistral: Mistral Small 3 (free)                  | A (93.00) | A- (90.0… | B (83.00) | B (83.00) | A- (90.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B- (80.0… | B+ (87.0… | B (83.00) | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | B- (80.0… | A- (90.0… | N/A (0.0… | A (93.00) | N/A (0.0… | N/A (0.0… | A- (90.0… | C (73.00) | B+ (87.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   B+    |  87   | 3.27 |
Nous: DeepHermes 3 Llama 3 8B Preview (free)     | A (93.00) | A- (90.0… | B- (80.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | B- (80.0… | B+ (87.0… | A- (90.0… | B (83.00) | B+ (87.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B- (80.0… | A- (90.0… | N/A (0.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   B+    |  87   | 3.41 |
NVIDIA: Llama 3.1 Nemotron 70B Instruct (free)   | A (93.00) | A- (90.0… | B+ (87.0… | B+ (87.0… | A (93.00) | B+ (87.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | B+ (87.0… | B (83.00) | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B (83.00) | A (93.00) | N/A (0.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   B+    |  87   | 3.49 |
Meta: Llama 3.2 1B Instruct (free)               | C- (70.0… | B (83.00) | C- (70.0… | C- (70.0… | C- (70.0… | C- (70.0… | C- (70.0… | C- (70.0… | C- (70.0… | C- (70.0… | C- (70.0… | C- (70.0… | C (73.00) | B+ (87.0… | C- (70.0… | C- (70.0… | C- (70.0… | B+ (87.0… | N/A (0.0… | C (73.00) | N/A (0.0… | N/A (0.0… | C- (70.0… | B- (80.0… | C- (70.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   C-    |  70   | 2.01 |
Meta: Llama 3.3 70B Instruct (free)              | A- (90.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | A- (90.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B+ (87.0… | B+ (87.0… | B+ (87.0… | A- (90.0… | A- (90.0… | B- (80.0… | A (93.00) | N/A (0.0… | A (93.00) | N/A (0.0… | N/A (0.0… | B+ (87.0… | C+ (77.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.48 |
DeepSeek: R1 (free)                              | A (93.00) | A (93.00) | A- (90.0… | A- (90.0… | A- (90.0… | C (73.00) | B+ (87.0… | A- (90.0… | A- (90.0… | A- (90.0… | A (93.00) | B+ (87.0… | A- (90.0… | B+ (87.0… | A- (90.0… | A- (90.0… | A- (90.0… | A- (90.0… | N/A (0.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | B+ (87.0… | A- (90.0… | A- (90.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… | N/A (0.0… |   A-    |  90   | 3.61 |
